20081015,2008-10-15T05:25:08.020000Z,2008-10-15T05:25:40.050000Z,0.995046
20081015,2008-10-15T05:25:36.090000Z,2008-10-15T05:26:00.100000Z,0.862732
20081015,2008-10-15T05:29:16.640000Z,2008-10-15T05:29:52.680000Z,0.998296
20081015,2008-10-15T05:31:20.950000Z,2008-10-15T05:31:44.960000Z,0.955088
20081015,2008-10-15T05:36:01.650000Z,2008-10-15T05:36:37.690000Z,0.999024
20081015,2008-10-15T05:43:34.780000Z,2008-10-15T05:43:58.790000Z,0.624786
20081015,2008-10-15T05:44:38.940000Z,2008-10-15T05:45:10.970000Z,0.997614
20081015,2008-10-15T05:45:27.060000Z,2008-10-15T05:45:59.090000Z,0.990046
20081015,2008-10-15T05:46:35.230000Z,2008-10-15T05:46:55.230000Z,0.745186
20081015,2008-10-15T05:51:31.970000Z,2008-10-15T05:52:08.010000Z,0.995761
